Variable,Description
FAMWKLST,WoR'st way to org family work life with under school age child
CAREPROV,Who should provide childcare for under school age child
CARECOST,Who should pay for costs of care for under school age child
ELDHELP,Who should provide help for elderly
ELDCOST,Who should pay for help for elderly
HHCLEAN1,Who does household cleaning
WKNDACT,Who decides weekend activities
TIREDHM1,How often too tired to do housework
JOBVSFA1,How often jobtakes too much time to fulfill family resp
TIREDWK1,How often too tired from housework to do job well
FAMVSWK1,How often difficult to conc at work because family resp
WKKIDSCL,Did R work outside home with child under school age
WKYNGSCL,Did R work outside home after child started school
WKKIDSCS,Did partner work outside home with child under school age
WKYNGSCS,Did partner work outside home after child started school
RFAMLOOK,HOW MANY HOURS A WEEK R SPENDS LOOKING AFTER FAMILY
SPFALOOK,Hours spouse spends looking after family members
SPLIVE,How long been living with spouse
TIMEPDWK,Time R would spend on paid work
TIMEHHWK,Time R would spend on household work
TIMEFAM,Time R would spend on family
TIMEFRND,Time R would spend on friends
TIMELEIS,Time R would spend on leisure
TIMERELX,Time R would spend relaxing
WRKEARN,Job is just a way to earn money
WRKENJOY,Enjoy job even if $ not needed
WRKIMP,Work is persons most impt. activity
HWDUTIES,Is R mainly respons.for hh chores?
YRSFIRM,Importance of tenure to pay
DOWELL,Importance of performance to pay
EXPERNC,Importance of experience to pay
PAYSAME,Importance of standard rates to pay
AGEEMP,Importance of age to pay
SEXEMP,Importance of gender to pay
FAMRESP,Importance of family resps. to pay
EDUCEMP,Importance of educ & qualif. to pay
DK,Don't know response to pay items
BOSSWRKS,Management & workers always in conflict
STRNGUN,Strong unions needed to protect workers
SECJOB,Importance of job security in a job
HIINC,Importance of high pr income in a job
PROMOTN,Importance of advancement in a job
LEISURE,Importance of leisure time in a job
INTJOB,Importance of interesting work in a job
WRKINDP,Importance of independent work in a job
HLPOTHS,Importance of helping others in a job
HLPSOC,Importance of social usefulness in a job
FLEXHRS,Importance of flexible hrs. in a job
FLEXHRS1,Importance of flexible hrs. at work
WKPERSNL,Importance of Personal contact at work
FAMORJOB,Would you sacrifice job opportunities for family
JOBORFAM,Would you remain in unsatisfying job for family
DISCWK5,Discrimination at work in past 5 yrs
WHYDISC5,Why were you discriminated against
HARASS5,Harassment at work in past 5 yrs
UNIONSBD,Strong trade unions are bad for us economy
RCONTACT,Do you have Personal contact at work
WKATHOME,How often do you work from home
WKWKENDS,Do you work weekends
DECIDWRK,How are your working hours decided
WRKSHIFT,What is your working schedule
CHNGEWRK,I would change my work for something different
NOUNEMP5,I would move within the usa for work
NOUNEMP6,I would move outside the usa for work
EXTRAWRK,Did you work multiple jobs in past yr
EXTRAERN,How much earned from additional jobs in past yr
JBENDYR,Year last paid job ended
JBENDMO,Month last paid job ended
EXJOBSAT,Satisfaction with past job
WORNOJOB,Do you worry about not finding job
NEWSKILL,I would accept job that requires new skills
LOWPAY,I would accept job for lower pay
TEMPWORK,I would accept temporary employment
MORTRAVL,I would accept a longer commute
MOVEINUS,I would move within the usa for work
MOVEAWAY,I would move outside the usa for work
ECONSUP1,Main source of economic support
WORECSUP,Do you worry about losing economic support
UNPEOPLE,Rank of no people contact when unemployed
UNMONEY,Rank of shortage of money when unemployed
UNSLFCON,Rank of loss of confide. when unemployed
UNRESPCT,Rank of loss of respect when unemployed
UNFAMTEN,Rank of family tensions when unemployed
UNJOBEXP,Rank of how to spend time when unemployed
UNBORED,Rank of boredom when unemployed
UNDK,Don't know response to unemployment items
EMPSELF,Does R prefer self-employment or not ?
SMALLBIG,R preference re: firm size in
INDUSOTH,"R preference re: manufacture service, etc"
PRIVGOVT,R preference re: private public sector
WORKWEEK,Does R work at least 10 hrs/wk
WANTJOB,Would R like a job now
FINDJOB,Could R find a job <unemployed R's>
IWRKHARD,How hard Does R work at job
HRSMONEY,R preference re: work hrs and money
RYRSFIRM,Importance of tenure
RDOWELL,Importance of performance
RPAYSAME,Importance of standard rates
REXPERNC,Importance of experience
RAGEEMP,Importance of age
RFAMRESP,Importance of family resps.
REDUCEMP,Importance of educ. & formal qual.
RDK,Don't know response to unemployment items
RSECJOB,R's job is secure
RHIINC,R's income is high
RPROMOTN,R has opportunity to advance
RLEISURE,R's job leaves much leisure time
RINTJOB,R's job is interesting
RWRKINDP,R can work independently
RHLPOTHS,R helps others in job
RHLPSOC,R's job is useful to society
RFLEXHRS,R's job has flexible hrs.
XHAUSTN,How often does work exhaust r
PHYSWRK,How often must R do physical work
STRESS,How often Does R find work stressful
BOREDOM,How often Is R bored at work
DANGER,How often Does R work in dangerous conds
UNHLTHY,How often Does R work in unhealthy conds
UNPLEZNT,How often Does R work in unpleasant conds
PLANWRK,How much can R plan daily work
FINDWORK,Could R find a job <employed R's>
BOSSEMPS,Quality of mgmnt-employee rels: R's firm
COWRKERS,Quality of rels among workers: R's firm
JOBSAT,How satisfied Is R with his/her job
SUPERVIS,Does R supervise others at work in main job
SUPRVSJB,Does R supervise others at work
SUPNUM,Number of workers R supervises
MOONLITE,Does R have a second job
OTHHRS,Hours R spends at other job<s>
NUMSITES,Does R's firm have more than one location
LOCALNUM,Number of employees: R's work site
TOTALNUM,Number of employees: R's entire firm
EMPLOYER,Does R employ others
NUMEMPLY,Number of persons R employs
PAYDOJOB,How important job well done in deciding pay
PAYFAM,How important family responsibility in deciding p
PAYEDUC,How important education in deciding pay
PAYTIME,How important be long with the firm in deciding p
TECHJOBS,New techs increase number of jobs
TECHWORK,New techs make work more interesting
WANTJOB1,Which job would you prefer
WORKNOW,Are you currently working for pay
SETHOURS,Who set working hours
PLACEWRK,Where do you work
WKTENURE,Describe your present job situation
USESKILL,How much past skills can you make use in present
EDCSKILL,How important school in developing skills
JOBSKILL,How important training in developing skills
HELPORG1,Willing to work harder for the firm
PRIDEORG,I am proud working for my firm
CHNGWORK,I would change my job for something else
STAYORG3,I would turn down job offering more pay
PROUDWRK,I am proud of the type of work I do
ABSENT,How many days absent from work past 6 month
LEAVEJOB,How likely will try to find another firm
WORRYJOB,Do you worry about losing job
EVJOB,Have you ever had a paid job for 1 year or+
YRJOBEND,When did your last paid job end
WHYJBEND,Main reason your job end
WANTJOB2,Would like to have a job now or in the future
GETJOB,How likely you would find a job
LOOKJOB,Are you looking for a job
PUBAGNCY,Registered at a public employment agency
PRIAGNCY,Registered at a private employment agency
WANTADS,Answered advertisements for jobs
ADFORJOB,Advertised for a job in newspapeR's
APPEMPS,Applied directly to employers
ASKHELP,Asked relatives friends colleagues to help
ECONSUP,Main source of economic support
SELFEMP1,Employee have more job security than the self-employed
SELFEMP2,Being employee interfere more with family life than self-employment
UNJOBSEC,Unions are very important for job security
UNBETTER,Working condition would be much worse without unions
RIMPSKLS,Job gives R chance to improve skills
DAILYWRK,How R's daily work is organized
TIMEOFF,How difficult R takes an hour off during working hours
JBINTFAM,How often R felt: demand of job interfere with family life
FAMINTJB,How often R felt: demand of family life interfere with job
NEWJOB,How helpful present work skill would be for new job
JBTRAIN,Did R have any training to improve job skill past 12 months
JOBEASY,How easy if R find a job as good as current one
REPLACEU,How easy R's firm replaces R if R left
NOUNEMP1, R would accept job requiring new skill to avoid unemployment
NOUNEMP2, R would accept position with lower pay to avoid unemployment
NOUNEMP3, R would accept temporary employment to avoid unemployment
NOUNEMP4, R would accept travel longer to work to avoid unemployment
OTHERWRK,Does R have any additional job
SKLTRAIN,R had job skill training in thepast 12 months
SPWRKGVT,Spouse working for government
HAPUNHAP,Happy or unhappy with life today
STIFFPUN,Lawbreakers should get stiffer sentences
DEATHPEN,Murderers should get death penalty
PREMARS1,Is premarital sex wrong?
XMARSEX1,Is extramarital sex wrong?
HOMOSEX1,Is homosexual sex wrong?
ABDEFCT1,Law should allow abortion for birth defects
ABPOOR1,Law should allow abortion if family low income
ABDEFCTW,Wrong for woman to get abortion for birth defects
ABPOORW,Wrong for woman to get abortion if low income?
TAXCHEAT,Wrong to cheat on taxes?
GOVCHEAT,Wrong to give govt false info for benefits?
CONCONG,Confidence in us congress
CONBIZ,Confidence in business and industry
CONGOVT,Confidence in government departments
CONCHURH,Confidence in churches and religious orgs
CONCOURT,Confidence in courts and legal system
CONSCHLS,Confidence in schools and educ system
POLSGOD,Atheists shouldn't hold public office
CLERGVTE,Clergy shouldn't try to influence voters
RELIGPUB,Better if more believers held public office
CLERGGOV,Clergy shouldn't try to influence govt decisions
CHURHPOW,Do churches have too much power?
GODCHNGE,Describe your beliefs about god
AFTERLIF,Belief in life after death
DEVIL,Belief in the devil
HEAVEN,Belief in heaven
HELL,Belief in hell
MIRACLES,Belief in religious miracles
BIBLE1,Describe your feelings about the bible
THEISM,God concerned with human beings Personally
FATALISM,People can't change the course of their lives
GODMEANS,Life meaningful because god exists
NIHILISM,Life serves no purpose
PREDETER,God decides the course of our lives
EGOMEANS,Life meaningful only if you provide meaning
OWNFATE,We each make our own fate
RELEXPER,Turning point in life for religion
MARELKID,Mothers religion when R was child
MADENKID,"If protestant, Mothers denomination"
PARELKID,Father's religion when R was child
PADENKID,"If protestant, Father's denomination"
RELIGKID,Religion R was raised in
DENKID,"If protestant, denomination R raised in"
RELIGSP,R's spouse's religion
DENSP,"If protestant, R's spouse's denomination"
ATTENDMA,Freq of R's mom's relig svc attendance
ATTENDPA,Freq of R's dad's relig svc attendance
ATTEND12,Freq of R's relig svc attendance at age 12
PRAYFREQ,How often does R pray
RELACTIV,How often does R take part in relig activities
RELACTIV1,How often does R take part in relig activities
RELSCRPT,R has read religious text outside of a service in the past year
FEELREL,How religious Is R
SCHLPRAY,Should there be daily prayer in public schools?
GODRIGHT,God's laws should decide right and wrong
SOCRIGHT,Society's laws should decide right and wrong
PERRIGHT,Conscience should decide right and wrong
ANTIREL,Anti-religious material should be banned
BEFAIR,How often do you think people take advantage
CANTRUST,People can be trusted or cant be too careful
TRUSTSCI,We trust too much in science
RELIGCON,Religions bring more conflict
RELIGINT,Religious people are often too intolerant
RELIGINF,The U.S. would be a better country if religion had less influence
VOLWKPOL,Volunteered political activities past 12 month
VOLWKCHR,Volunteered charitable past 12 month
VOLWKREL,Volunteered religious past 12 month
VOLWKOTH,Volunteered other kinds past 12 month
RELTRUTH,How much truth in religion
CARRIGHT,What your friend has a right to expect from you
CARDO,What would you do in this situation
GEOMOBIL,Has R moved from one kind of place to another
RELGRPEQ,All religious groups in usa should have equal rights
RSPCTREL,We must respect all religions
RELMARRY,R accepts a person from a different religion or view from r's marrying relative
RELCAND,R accepts a person from a different religion or view from r's being candidate of party R prefers
RELEXT1,Religious extremists should be allowed to hold public meeting to express views
RELEXT2,People should be allowed to publish books expressing their views
RELEXT3,Religious extremists should be allowed to publish their views on the internet
REINCAR,Believe in reincarnation
NIRVANA,Believe in nirvana
ANCESTRS,Believe in supernatural power of deceased ancestors
MYWAYGOD,R has own way of connecting with god without churches or religious services
RELGENEQ,R's religion treats men and women equally
RELOBJCT,"For religious reasons R has in home shrine, altar, or religious object on display"
VISTHOLY,How often R visits holy place for religious reasons
RELSPRT,Is R spiritual person
PAXHAPPY,Religion helps people to find inner peace and happiness
MAKEFRND,Religion helps people to make friends
COMFORT,Religion helps people to gain comfort in times of trouble and sorrow
RIGHTPEO,Religion helps people to meet the right kind of people
RELGENBAR,Religions are usually a barrier to equality between women and men
GOVVSREL,Governments should not interfere with the attempts of any religion to spread its faith
DIFREL,People belonging to different religions cannot get along with each other when living close together.
RELPAST,"In America, religion represents the past and not the future."
RELRLVNT,"In America, religion is just as relevant to life today as it was in the past."
CHRISTNS,What is your personal attitude towards members of the following religious group - Christians
MUSLIMS,What is your personal attitude towards members of the following religious group - Muslims
HINDUS,What is your personal attitude towards members of the following religious group - Hindus
BUDDHSTS,What is your personal attitude towards members of the following religious group - Buddhists
JEWS,What is your personal attitude towards members of the following religious group - Jews
ATHEISTS,What is your personal attitude towards members of the following religious group - Athiests
PERSCRFC,"R made some Personal sacrifice as an expression of faith by fasting, giving up activity, etc."
OBEYTHNK,Should chldrn be obedient or think for selves
PRIVENT,Private enterprise will solve U.S. problems
POSTMAT1,Highest priority for America
POSTMAT2,2nd highest priority for America
SCIFAITH,"Believe too much in science, not enough faith"
HARMGOOD,Modern science does more harm than good
SCIWORSE,Humans change nature for the worse
SCIGRN,Modern science will solve envir probs
GRNECON,"Worry too much about envir, too little econ"
HARMSGRN,Almost everything we do harms envir
ANRIGHTS,Animals have rights too
RESNATUR,Humans should respect naturecreated by god
GRNPROG,Worry too much about progress harming envir
NATURPAX,Nature would be at peace if humans left alone
GRWTHELP,Amer needs econ grwth to protect envir
ANTESTS,Ok to test on animals to save humans
NATURWAR,Nature is survival of fittest
GRWTHARM,Econ grwth always harms envir
NATURGOD,Relationship of nature to god
GRNPRICE,Pay higher prices to help envir?
GRNTAXES,Pay higher taxes to help envir?
GRNSOL,Accept cut in living stnds to help envir?
TOODIFME,Too diff to do anything about envir
IHLPGRN,Do what i can to help envir
SCITEST1,Humans make all radioactivity
SCITEST2,Antibiotics kill bacteria not viruses
SCITEST3,Astrology has some scientific truth
SCITEST4,Humans evolved from animals
SCITEST5,All man-made chems cause cancer
GRNTEST1,All will die if exposed to radioact
GRNTEST2,Nuke waste dangerous for thousands of yrs
GRNTEST3,Greenhouse effect caused by hole in atmosphere
GRNTEST4,Using coal or gas contrib to greenhouse effect
GRNTEST5,All pesticides cause cancer
GRNTEST6,Humans are main cause of plant & animal extinct
GRNTEST7,CaR's not imp cause of air pollution
CARSGEN,Car pollution danger to envir
CARSFAM,Car pollution danger to my family
CARSTEN,Car pollution will increase in next 10 yrs
NUKEGEN,Nuke power danger to envir
NUKEFAM,Nuke power danger to my family
INDUSGEN,Indust air pollution danger to envir
INDUSFAM,Indust air pollution danger to my family
CHEMGEN,Pesticides danger to envir
CHEMFAM,Pesticides danger to my family
WATERGEN,Water pollution danger to envir
WATERFAM,Water pollution danger to my family
TEMPGEN,Greenhouse effect danger to envir
TEMPFAM,Greenhouse effect danger to my family
PUBDECID,Govt should let peop decide how to protect envir
BUSDECID,Govt should let biz decide how to protect envir
USDOENUF,U.S. protect environment
RECYCLE,Recycle cans bottles
CHEMFREE,"Buy pesticide free fruits, vegetables"
NOMEAT,Refuse to eat meat for envir reasons
DRIVLESS,Drive less for envir reasons
GRNGROUP,Member of envir group
GRNSIGN,Sign petition on envir issue
GRNMONEY,Give money to envir group
GRNDEMO,Protested for envir issue
COMTYPE,Type of community in which R lives
POPGRWTH,Earth cannot support population growth
IMPGRN,More important in life than save environment
OTHSSAME,No saving environment unless others do same
GRNEXAGG,Environmental threats exaggerated
GENEGEN,How dangerous modifying genes in crops
AMPROGRN,American doing enough to protect environment
BIZPEOP,Business people do more for environment
GOVTBIZ,Government do more for environment
PEOPGOVT,People do more for environment than govt
GRNINTL,Intl agreements for environment problems
LDCGRN,Poor countries less than rich for environment
ECONGRN,Economic progress dependent on environment
NUKEACC,Likelihood of nuclear meltdown in 5 years
INFOBIZ,R trust business for pollution information
INFOGRN,R trust environment groups for pollution information
INFOGOVT,R trust govt for pollution information
INFONEWS,R trust newspapers for pollution information
INFOTV,R trust radio or TV for pollution information
INFOCOL,R trust universities for pollution information
EXCLDIMM,America should exclude illegal immigrants
TOPPROB1,Most important issue for America
TOPPROB2,Next important issue
TRUST5,People can or cannot be trusted
FAIR5,People fair or not
GRNCON,Concerned about environment
ENPRBUS,Most important environment problem
ENPRBFAM,Problem effect family most
KNWCAUSE,Know causes of environment issues
KNOWSOL,Know solutions to environment issues
FUTENRGY,U.S. energy priorities
HELPHARM,Way living helps or harms
GRNEFFME,Environment effect everyday life
TEMPGEN1,Greenhouse effect danger to envir
BUSGRN,U.S. business to protect environment
PEOPGRN,How get people to protect environment
REDCEHME,How often reduce fuel
H2OLESS,How often save water
NOBUYGRN,How often avoid products
CLSENEI,How close do you feel to your neighborhood
CLSETOWN,How close do you feel to your town or city
CLSESTAT,How close do you feel to your state
CLSEUSA,How close do you feel to America
CLSENOAM,How close do you feel to north America
MOVENEI,Willing to move to another neighborhood
MOVETOWN,Willing to move to another town or city
MOVESTAT,Willing to move to another state
MOVEUSA,Willing to move outside America
MOVENOAM,Willing to move outside north America
ONENATN,One nation or allowed to become fully separate?
AMBORNIN,How important to have been born in America
AMCIT,How important to have American citizenship
AMLIVED,How important to have lived in America for life
AMENGLSH,How important to be able to speak English
AMCHRSTN,How important to be a christian
AMGOVT,How important to respect America's laws etc
AMFEEL,How important to feel American
AMCITIZN,Agree I would rather be a citizen of America
AMSHAMED,Agree there are things make me ashamed
BELIKEUS,Agree better if people were more like Americans
AMBETTER,Agree America is a better country
IFWRONG,Agree people should support their country
AMSPORTS,Agree sports makes me proud to be an American
PROUDDEM,How proud the way democracy works
PROUDPOL,How proud its political influence in the world
PROUDECO,How proud America's economic achievements
PROUDSSS,How proud its social security system
PROUDSCI,How proud its scientific and tech achievements
PROUDSPT,How proud its achievements in sports
PROUDART,How proud its achievements in the arts & lit.
PROUDMIL,How proud America's armed forces
PROUDHIS,How proud its history
PROUDGRP,How proud its fair and equal treatment
IMPORTS,America should limit the import
WRLDGOVT,International bodies should enforce environment
FORLANG,American schools should teach foreign languages
AMOWNWAY,America should follow its own interests
FORLAND,ForeigneR's should not be allowed to buy land
AMTV,TV should give preference to American films
AMCULT,It is impossible to become fully American
MINCULT,Ethnic minorities should be given gov assistance
MELTPOT1,Better to maintain distinct cultures
IMMCRIME,Immigrants increase crime rates
IMMAMECO,Immigrants good for America
IMMJOBS,Immigrants take jobs away
IMMIDEAS,Immigrants make America more open
LETIN1,Number of immigrants to America nowadays should be
REFUGEES,Refugees should be allowed to stay in America?
RES161,Where spend childhood until age 16?
LIVECOM1,How long have you lived in the community?
ABROAD,How long have you lived in other countries?
SPKHOME1,What language(s) do you speak at home?
SPKHOME2,What language(s) do you speak at home?
SPKLANG1,What language(s) do you speak well?
SPKLANG2,What language(s) do you speak well?
SPKLANG3,What language(s) do you speak well?
CITIZEN,Are you a citizen of America?
PARCIT,Were your parents citizens of America?
ETHCLOSE,How close feel to your ethnic or racial group?
NAFTA1,How much heard or read about nafta?
NAFTA2,America benefits from being a member of nafta?
SOCID1,Most important to R
SOCID2,Second most important to R
SOCID3,Third most important to R
AMANCSTR,How important to have American ancestry
LESSPRD,Agree often less proud of America
INTLINCS,Large intl company damage to local business
FREETRDE,Free trade leads to better products
DECSORGS,America should follow decision of intl org
POWRORGS,Intl orgs take away much power from American govt
CITWORLD,I am a citizen of the world
FORCULT,Exposure to foreign film damage to our culture
INTERNET,Internet makes info available more people
IMMIMP,Immigrants improve American society
IMMCOSTS,Govt spend too much money for immigrants
KIDSHERE,Parent of America born child should become citizen
KIDSAWAY,Child born abroad of American should become citizen
IMMRGHTS,Legal immigrants should have same right as American
AMPROUD1,How proud being American
NAFTA2A,America benefits from being a member of nafta?
NAFTA3,America should follow nafta decision
SHORTCOM,World better if America acknowledged shortcomings
IMMCULT,Immigrants undermine American culture
IMMEDUC,Legal immigrants should have same education as Americans
LETIN1A,Number of immigrants nowadays should be
IMMASSIM,What statement about immigrants matches view
PATRIOT1,Patriotic feelings strengthen America's place in world
PATRIOT2,Patriotic feelings lead to intolerance in America
PATRIOT3,Patriotic feelings are needed for America to remain united
PATRIOT4,Patriotic feelings lead to negative feelings towards immigrants
VOTEELEC,How important always to vote in elections
PAYTAXES,How important never to try to evade taxes
OBEYLAWS,How important always to obey laws
WATCHGOV,How important to keep watch on action of govt
ACTASSOC,How important to be active on soc or pol association
OTHREASN,How important to try to undR'stnd reasoning of othr o
BUYPOL,How important to choose products for pol reasons
HELPUSA,How important to help worse off ppl in America
HELPWRLD,How important to help worse off ppl in rest of world
MILSERVE,How important to serve in military when needed
RELMEET,Allowed to hold pub meeting for religious extremist
REVMEET,Allowed to hold pub meeting for ppl who want overthrow
RACMEET,Allowed to hold pub meeting for racist
SIGNDPET,Signed a petition
AVOIDBUY,Boycotted products for pol reasons
JOINDEM,Took part in a demonstration
ATTRALLY,Attended a political meeting or rally
CNTCTGOV,Contacted politician or civil servant to express view
POLFUNDS,Donated money or raised funds for soc or pol activity
USEMEDIA,Contacted in the media to express view
INTERPOL,Joined an internet political forum
GRPPARTY,R belongs to a political party
GRPWORK,R belongs to a trade union or professional association
GRPRELIG,R belongs to a church or othr religious organization
GRPSPRTS,"R belongs to a sports, leisure, or cultural grp"
GRPOTHER,R belongs to another voluntary association
SOLOK,How important: citizens have adequate standard of living
RGHTSMIN,How important: govt protect right of minorities
EQTREAT,How important: govt treat everybody equally
CITVIEWS,How important: politician consider views of citizen
POLOPTS,How important: ppl given chance to participate in decsns
OPPSEGOV,How important: citizen engage in acts of civil disobeyed
POLEFF18,Govt do not care much what ppl like R think
POLEFF19,R have a good understanding of pol issues
POLEFF20,Most ppl are better informed about politics than R is
ACTLAW,How likely R to do something if unjust law being cons
AFFCTLAW,How likely congress give serious attention to R's demands
POLINT1,How interested in politics
GOVDOOK,We can trust people in govt
POLGREED,Most politicians are only for what get out of politics
DISCPOL,How often R discuss politics
CHNGEOTH,How often R try to persuade other to share views
POWERUN,How much power R think united nations have
GOVNGOS,Decision left to natl govt representative or citizen or
UNRGHTS,Un should intervene if human right is seriously viola
POLACTVE,Pol party encourage ppl to be active in politics in am
CHOICES,Political parties don't give real policy choices
REFRNDMS,Referendum are good way to decide important pol quest
ELECVOTE,How honest last natl election: counting of votes
ELECFAIR,How fair last natl election: opprtunities of candidate
SERVEPEO,How committed govt admnstratoR's are to serve people
FIXMISTK,How likely govt admnstrtoR's be corrected when making
CORRUPTN,How widespread corruption is in pub service in America
DEMTODAY,How well democracy work in America
DEM10PST,How well did democracy work in America ten yrs ago
DEM10FUT,How well will democracy work in America in ten yrs
DEMRGHTS,Democratic rghts shouldn't be restricted by govt
GVTRGHTS,Govt should respect democratic rights
POLINTER,Expressed political views on internet past year
POLNEWS,How often use media to get political news
CRIMLOSE,People convicted of serious crimes lose citizen rights
NTCITVTE,Long-term residents should vote
NOTVOTE,Citizens have right not to vote
HLTHALL,Healthcare provided for everyone
LEFTRGHT,How left or right in politics
CREATION,View about origin and development of man
SCITESTY,Human beings developed from earlier species of animal
BIG5A1,R see oneself as someone who Is Reserved
BIG5B1,R see oneself as someone who is generally trusted
BIG5C1,R see oneself as someone who does a thorough job
BIG5D1,R see oneself as someone who Is Relaxed
BIG5E1,R see oneself as someone who has an active imagination
BIG5A2,R see oneself as someone who is sociable
BIG5B2,R see oneself as someone who tends to find fault with others
BIG5C2,R see oneself as someone who tends to be lazy
BIG5D2,R see oneself as someone who gets nervous easily
BIG5E2,R see oneself as someone who has few artistic interests
FORBDCOM,Forbid communist to speak
FORBDRAC,Forbid racist to speak
FORBDMAR,Forbids racial intermarriage
ALLOWCOM,Allow communist to speak
ALLOWRAC,Allow racist to speak
ALLOWMAR,Allow racial intermarriage
CIDEKNEW,#People R knows murdered in last year
CIDEWHO,R's relationship to closest murderee
CIDESEX,Sex of murder victim closest to R
CIDEAGE,Age of murder victim closest to R
CIDERACE,Race of murder victim closest to R
CIDEREG,Region of murder victim closest to R
CIDEWHO2,R's relationship to 2nd closest murderee
CIDESEX2,Sex of murder victim 2nd closest to R
CIDEAGE2,Age of murder victim 2nd closest to R
CIDERAC2,Race of murder victim 2nd closest to R
CIDEREG2,Region of murder victim 2nd closest to R
CIDEWHO3,R's relationship to 3rd closest murderee
CIDESEX3,Sex of murder victim 3rd closest to R
CIDEAGE3,Age of murder victim 3rd closest to R
CIDERAC3,Race of murder victim 3rd closest to R
CIDEREG3,Region of murder victim 3rd closest to R
AIDSKNOW,#People R knows infected with AIDS
AIDSWHO,R's relationship to closest AIDS victim
AIDSDEAD,Has AIDS victim closest to R died
AIDSSEX,Sex of AIDS victim closest to R
AIDSAGE,Age of AIDS victim closest to R
AIDSRACE,Race of AIDS victim closest to R
AIDSREG,Region of AIDS victim closest to R
AIDSWHO2,R's relation. to 2nd closest AIDS victim
AIDSDED2,Has AIDS victim 2nd closest to R died
AIDSSEX2,Sex of AIDS victim 2nd closest to R
AIDSAGE2,Age of AIDS victim 2nd closest to R
AIDSRAC2,Race of AIDS victim 2nd closest to R
AIDSREG2,Region of AIDS victim 2nd closest to R
AIDSWHO3,R's relat. to 3rd closest AIDS victim to R
AIDSDED3,Has AIDS victim 3rd closest to R died
AIDSSEX3,Sex of AIDS victim 3rd closest to R
AIDSAGE3,Age of AIDS victim 3rd closest to R
AIDSRAC3,Race of AIDS victim 3rd closest to R
AIDSREG3,Region of AIDS victim 3rd closest to R
SUIKNEW,#People R knows suicide in last year
SUIWHO,R's relationship to closest suicide
SUISEX,Sex of suicide victim closest to R
SUIAGE,Age of suicide victim closest to R
SUIRACE,Race of suicide victim closest to R
SUIREG,Region of suicide victim closest to R
SUIWHO2,R's relationship to 2nd closest suicide
SUISEX2,Sex of suicide victim 2nd closest to R
SUIAGE2,Age of suicide victim 2nd closest to R
SUIRAC2,Race of suicide victim 2nd closest to R
SUIREG2,Region of suicide victim 2nd closest to R
SUIWHO3,R's relationship to 3rd closest suicide
SUISEX3,Sex of suicidevictim 3rd closest to R
SUIAGE3,Age of suicide victim 3rd closest to R
SUIRAC3,Race of suicide victim 3rd closest to R
SUIREG3,Region of suicide victim 3rd closest to R
AIDSSCH,Prohibit AIDS-students at public schools
AIDSADS,Have govt info pgm on safe sex practices
AIDSINSR,Allow insurer's to test applicant for AIDS
AIDSHLTH,Have govt pay for all AIDS health care
AIDSMAR,Have testing for AIDS before marriage
AIDSSXED,Public schools teach safe sex practices
AIDSIDS,Require AIDS victims to wear id tags
AIDSFARE,Pay AIDS victims disability benefits
PARTNERS,How many sex partner's R had in last year
MATESEX,Was 1 of R's partner's spouse or regular
FRNDSEX,R had sex with friend last year
ACQNTSEX,R had sex with acquaintance last year
PIKUPSEX,R had sex with casual date last year
PAIDSEX,R had sex for pay last year
OTHERSEX,R had sex with some other last year
SEXSEX,Sex of sex partner's in last year
SEXFREQ,Frequency of sex during last year
SEXFREQ1,Had sex in last month
SEXFREQ2,"Number of times, sex last month"
NUMWOMEN,Number of female sex partner's since 18
NUMMEN,Number of male sex partner's since 18
PARTOPEN,Number of sex partner's last year
PARTOPN5,Number of sex partner's last 5 years
PARTNRS5,How many sex partner's R had in last 5 years
SEXSEX5,Sex of sex partner's last five years
EVPAIDSX,EveR have sex paid for or being paid since 18
EVSTRAY,Have sex other than spouse while married
CONDOM,Used condom last time
RELATSEX,Relation to last sex partner
EVIDU,R ever inject drugs
IDU30,R inject drugs in past 30 days
EVCRACK,R ever use crack cocaine
CRACK30,R last use crack cocaine
HIVTEST,Have you ever been tested for HIV
HIVTEST1,In what month and year was your last HIV test
HIVTEST2,Where did you have your last HIV test
AIDSLOOK,A health-look person may have AIDS
AIDSCNDM,Condom can reduce AIDS
HIVVAC,There is a vaccine that can prevent HIV
HIVKISS,Kiss can spread HIV
SEXORNT,Sexual orientation
SEXBIRTH,"What sex were you assigned at birth?  (For example, on your birth certificate.)"
SEXNOW,What is your current gender?
SIBORDER,Birth order
GENETEST,Know about genetic testing
GENETST1,Know about genetic testing
GENEGOOD,Genetic testing good or harm
GENEGOO1,Genetic testing good or harm
GENEGOO2,Genetic testing good or harm
GENESELF,Would genetically test fetus
GENEABRT,Abort defective fetus
MALEORNT,Interviewer coded male sexual orientation
GENESELF2,R would want genetic test done on fetus
GENEABRT2,R would want to abort fetus if there were genetic defects
GENEDEF1,Meaning of serious genetic defect
GENEDEF2,Meaning of serious genetic defect
GENEDEF3,Meaning of serious genetic defect
PARHARDR,Being parent now harder
PARWORSE,Parents doing worse than before
PARRGHT,Parents unsure what is right
PARWHERE,Parents don't know where kids are
PARFIN,Hard for parents to make ends meet
PARGOVT,Govt too involved in family life
PARTIME,Parents don't spend time with kids
PARWORK,"If parents work, kids get in trouble"
PARTAXES,Taxes reduce childbearing
ROLEMA,Role of mothers with kids
