Variable,Description
AUUNBUSY,"NO MH TMT DIDN""T HAVE TIME"
AUUNFOUT,"NO MH TMT DIDN""T WANT OTHERS TO FIND OUT"
AUUNNTSP,NO MH TMT HAD NO TRANSPORTATION OR TMT TOO FAR
AUALTYR,RCVD ALTERNATIVE MENT HLTH TRMT PAST 12 MOS
AUALACUP,RCVD ALT MH TMT FROM ACUPUNCTURIST PST 12 MOS
AUALCHIR,RCVD ALT MH TMT FROM CHIROPRACTOR PST 12 MOS
AUALHERB,RCVD ALT MH TMT FROM HERBALIST PAST 12 MONTHS
AUALSGRP,RCVD ALT MH TMT FR IN-PERS SUPPORT GRP PST 12 MOS
AUALINET,RCVD ALT MH TMT FROM INTERNET GROUP PST 12 MOS
AUALRELG,RCVD ALT MH TMT FROM RELIGIOUS ADVISOR PST 12 MOS
AUALHLIN,RCVD ALT MH TMT FROM PHONE HOTLINE PST 12 MOS
AUALMASG,RCVD ALT MH TMT FROM MASSAGE THERAPIST PST 12 MOS
AUALOTH,RCVD ALT MH TMT FROM OTHER SOURCE PST 12 MOS
AUALOTS2,OTH SOURCE OF ALTERN MH TMT PST 12 MOS - SPECIFY
AUMOTVYR,HOW PROMPTED TO GET MH TREATMENT PST 12 MOS
SNPCKNIT,CLOSE-KNIT NEIGHBORHOOD
SNPWLHLP,PEOPLE HERE ARE WILLING TO HELP THEIR NEIGHBORS
SNPNALNG,"PEOP IN THE NBRHOOD GENERALLY DON""T GET ALONG"
SNPDFVAL,PEOP IN NBRHOOD DO NOT SHARE THE SAME VALUES
SNPTRUST,PEOPLE IN NEIGHBORHOOD CAN BE TRUSTED
SNNHGOUT,CHILDREN SKIPPING SCHOOL PEOP WOULD DO SOMETHING
SNNGRFTI,CHILDREN SPRAY-PAINTING GRAFFITI ON A LOCAL BLDG
SNNSCOLD,PEOP SCOLD CHILDRN SHOWNG DISRESPECT TO AN ADULT
SNNBRKUP,FIGHT OR SOMEONE WAS BEING BEATEN OR THREATENED
SNNORGNZ,BUDGET CUTS CLOSE FIRE STATION ORGANIZE SOMETHING
MHPDSLF2,RC-SELF/HHOLD FAM MBR PAID FOR OUTP MH TRT IN PST YR
MHPDOFM2,RC-NON-HHOLD FAM MBR PAID FOR OUTP MH TRT IN PST YR
MHPDPHI2,RC-PRIV HEALTH INSUR PAID FOR OUTP MH TRT IN PST YR
MHPDMCR2,RC-MEDICARE PAID FOR OUTP MH TRT IN PST YR
MHPDMCD2,RC-MEDICAID PAID FOR OUTP MH TRT IN PST YR
MHPDREH2,RC-REHAB PGM PAID FOR OUTP MH TRT IN PST YR
MHPDEMP2,RC-EMPLOYER PAID FOR OUTP MH TRT IN PST YR
MHPDMIL2,RC-VA OR MILITARY PGM PAID FOR OUTP MH TRT IN PST YR
MHPDPUB2,RC-OTH PUBLIC SOURCE PAID FOR OUTP MH TRT IN PST YR
MHPDPRV2,RC-OTH PRIVATE SOURCE PAID FOR OUTP MH TRT IN PST YR
MHPDFRE2,RC-FREE - NOBODY PAID FOR OUTP MH TRT IN PST YR
MHRCOST2,RC-NO MH TRT IN PST YR B/C COULD NOT AFFORD COST
MHRNBRS2,RC-NO MH TRT IN PST YR B/C FEAR OF NEIGHBRS NEG OPIN
MHRJOBS2,RC-NO MH TRT IN PST YR B/C FEAR OF NEG AFFECT ON JOB
MHRNCOV2,RC-NO MH TRT IN PST YR B/C INSUR NOT COVER AT ALL
MHRENUF2,RC-NO MH TRT IN PST YR B/C INSUR NOT PAY ENOUGH
MHRWHER2,RC-NO MH TRT IN PST YR B/C DID NOT KNOW WHERE TO GO
MHRCFID2,RC-NO MH TRT IN PST YR B/C CONFIDENTIALITY CONCERNS
MHRCMIT2,RC-NO MH TRT IN PST YR B/C FEAR BEING COMMITTED/MED
MHRNOND2,"RC-NO MH TRT IN PST YR B/C DIDN""T THINK TRT NEEDED"
MHRHAND2,RC-NO MH TRT IN PST YR B/C THGT COULD HANDLE PRB W/O
MHRNOHP2,"RC-NO MH TRT IN PST YR B/C DIDN""T THNK TRT WOULD HELP"
MHRTIME2,"RC-NO MH TRT IN PST YR B/C DIDN""T HAVE TIME"
MHRFOUT2,RC-NO MH TRT IN PST YR B/C DIDNT WANT OTH TO FIND OUT
MHRTRAN2,RC-NO MH TRT IN PST YR B/C NO TRANS OR INCONVENIENT
MHRSOTH2,RC-NO MH TRT IN PST YR B/C SOME OTHER REASON
RCVMHOSPTX,RC-RCVD MH TRT OR SUB TRT AT SPEC FAC IN PST YR
RCVMHNSPTX,RC-RCVD MH TRT BUT NOT SUB TRT AT SPEC FAC IN PST YR
RCVSPTXNMH,RC-RCVD SUB TRT AT SPEC FAC BUT NOT MH TRT IN PST YR
RCVMHASPTX,RC-RCVD BOTH MH TRT AND SUB TRT AT SPEC FAC IN PST YR
ADLTSAMP,ADULT MENTAL HEALTH SPLIT SAMPLE INDICATOR
SPD_ASCR,SCORE INDICATING LEVEL OF ADJUSTED SPD
SPD_ADJ,SERIOUS PSYCHOLOGICAL DISTRESS INDICATOR-ADJUSTED
SPD_RSCR,SCORE INDICATING LEVEL OF REVERSE ADJUSTED SPD
SPD_RADJ,SPD INDICATOR-REVERSE ADJUSTED
NSPDDPAB,NO SPD BUT DRUG/ALCOHOL DEPENDENCE OR ABUSE-ADJ
SPD_USCR,SCORE INDICATING LEVEL OF UNADJUSTED SPD
SPD_UADJ,SERIOUS PSYCHOLOGICAL DISTRESS INDICATOR-UNADJ
K6SMXADJ,ADJUSTED WORST K6 TOTAL SCORE IN PAST YEAR
SPDYRADJ,ADJUSTED PAST YEAR SERIOUS PSYCHOLOGICAL DISTRESS
SPDODPAU,SPD OR DRUG/ALCOHOL DEPENDENCE OR ABUSE-UNADJ
SPDADPAU,SPD AND DRUG/ALCOHOL DEPENDENCE OR ABUSE-UNADJ
NSPNDPAU,NO SPD AND NO DRUG/ALCOHOL DEPENDENCE OR ABUSE-UAJ
SPDNDPAU,SPD BUT NO DRUG/ALCOHOL DEPENDENCE OR ABUSE-UNADJ
NSPDDPAU,NO SPD BUT DRUG/ALCOHOL DEPENDENCE OR ABUSE-UNADJ
SMIPP_A,PREDICTED SERIOUS MENTAL ILLNESS PROB ADJUSTED - ALT MODEL
SMIYR_A,SMI IND (1/0) BASED ON REVISED PREDICTED SMI PROB - ALT MOD
MHSAMP08,VERSION OF MH QUES -  A (WHODAS) OR B (SHEEHAN)
MHSMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT
MHSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK
MHSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS
MHSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE
MHSWEEKS,# WKS DURING PST 12 MOS DID YOU HAVE DIFFICULTY
MHSDYFRQ,HOW OFTEN DID YOU HAVE DIFFICULTIES
MHSYDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS
MHIMPAIR,IMPAIRMENT SCORE FROM SDS
IMPAIR,IMPAIRMENT SCORE FROM WHODAS SUBSET
DSTNRV30,HOW OFTEN FELT NERVOUS PAST 30 DAYS
DSTHOP30,HOW OFTEN FELT HOPELESS PAST 30 DAYS
DSTRST30,HOW OFTEN FELT RESTLESS/FIDGETY PST 30 DYS
DSTCHR30,HOW OFTEN FELT SAD NOTHING COULD CHEER YOU UP
DSTEFF30,HOW OFT FELT EVERYTHING EFFORT PST 30 DYS
DSTNGD30,HOW OFT FELT DOWN/WTHLSS/NO GOOD PST 30 DYS
DSTWORST,MON IN PST 12 MOS FELT WORSE THAN PST 30 DYS
DSTNRV12,"HOW OFT FELT NERVOUS IN WORST MONTH, PST 12 MOS"
DSTHOP12,HOW OFTEN FELT HOPELESS IN WORST MONTH
DSTRST12,HOW OFTEN FELT RESTLESS IN WORST MONTH
DSTCHR12,"HOW OFTEN COULDN""T BE CHEERED UP IN WORST MONTH"
DSTEFF12,HOW OFT FELT EVERYTHING AN EFFORT IN WORST MON
DSTNGD12,HOW OFTEN FELT NO GOOD IN WORST MONTH
IMPREMEM,DIFFICULTY REMEMBERING ONE MO IN PST 12 MOS
IMPCONCN,DIFFICULTY CONCENTRATING ONE MO IN PST 12 MOS
IMPGOUT,DIFFICULTY GOING OUT ONE MO IN PST 12 MO
IMPGOUTM,EMOTIONAL PROBLEMS KEEP YOU FROM LEAVING HOUSE
IMPPEOP,DIFFICULTY DEALING W STRANGERS ONE MO IN PST 12 M
IMPPEOPM,EMOTIONAL PROBLEMS KEEP YOU FROM DEALING W STRAGR
IMPSOC,DIFFICULTY PARTICIPATE IN SOCIAL ACT 1 MO /12 MO
IMPSOCM,EMOTIONAL PROBS KEEP YOU FROM PART IN SOCIAL
IMPHHLD,DIFFICULTY HOUSE RESPONS ONE MO IN PST 12 MO
IMPHHLDM,EMOTIONL PROBS MAKE KEEP YOU FRM TAKING CARE HOUS
IMPRESP,DIFFICULTY WORK RESPONS ONE MO IN PST 12 MO
IMPRESPM,DID EMOTIONAL PROBS KEEP YOU FROM WORK/SCHOOL
IMPWORK,DIFFICULTY DOING DAILY WORK ONE MO IN PST 12 MO
IMPWEEKS,NUM WEEKS HAVE DIFFICULTIES BECAUSE OF MENTL HLTH
IMPDYFRQ,HOW MANY DAYS IN WEEK DID YOU HAVE DIFFICULTIES
IMPYDAYS,HOW MANY DAY IN PAST YR YOU WERE UNABLE TO WORK
SUICTHNK,SERIOUSLY THINK ABOUT KILLING SELF PST 12 MOS
SUICPLAN,MAKE PLANS TO KILL YOURSELF PST 12 MOS
SUICTRY,TRY TO KILL YOURSELF PAST 12 MONTHS
SDSSC2,SHEEHAN DISABILITY SCALE (SDS) TOTAL SCORE
SDSSC3,ALTERNATIVE SDS TOTAL SCORE
SMIODA_U,SMI OR DRUG/ALCOHOL DEPENDENCE OR ABUSE REVISED
NSMNDA_U,NO SMI AND NO DRUG/ALCOHOL DEP OR ABUSE REVISED
SMINDA_U,SMI BUT NO DRUG/ALCOHOL DEP OR ABUSE REVISED
NSMIDA_U,NO SMI BUT DRUG/ALCOHOL DEP OR ABUSE REVISED
SMIPP,PREDICTED SERIOUS MENTAL ILLNESS PROBABILITY
SMIDA2_U,SMI AND DRUG/ALCOHOL DEP OR ABUSE REVISED (1/2)
AMIDA2_U,AMI AND DRUG/ALCOHOL DEP OR ABUSE REVISED (1/2)
LMMIADAU,LMMI AND DRUG/ALCOHOL DEP OR ABUSE (1/0)
K6SCMON,RC-K6 TOTAL SCORE IN PAST MONTH
SPDMON,RC-PAST MONTH SERIOUS PSYCH DISTRESS INDICATOR
K6SCYR,RC-K6 TOTAL SCORE IN WORST MONTH OF PAST YEAR
K6SCMAX,RC-WORST K6 TOTAL SCORE IN PAST YEAR
SPDYR,RC-PAST YEAR SERIOUS PSYCHOLOGICAL DISTRESS INDICATOR
MHSUITHK,RC-SERIOUSLY THOUGHT ABOUT KILLING SELF IN PAST YEAR
MHSUTK_U,"RC-SERIOUS TGHT ABT KILL SLF PY - ""UNKN"" IMP AS ""NO"""
MHSUIPLN,RC-MADE PLANS TO KILL SELF IN PAST YEAR
MHSUITRY,RC-ATTEMPTED TO KILL SELF IN PAST YEAR
WSPDSC2,RC-ALTERNATIVE WORST K6 TOTAL SCORE
WHODASC2,RC-WHODAS TOTAL SCORE
WHODASC3,RC-ALTERNATIVE WHODAS TOTAL SCORE
SMIPP_U,RC-PREDICTED SERIOUS MENTAL ILLNESS PROB REVISED
SMIYR_U,RC-SMI IND (1/0) BASED ON REVISED PREDICTED SMI PROB
AMIYR_U,RC-AMI IND (1/0) BASED ON REVISED PREDICTED SMI PROB
SMMIYR_U,RC-SMMI IND (1/0) BASED ON REVISED PREDICTED SMI PROB
MMIYR_U,RC-MOD MI IND (1/0) BASED ON REVISED PRED SMI PROB
LMIYR_U,RC-MILD MI IND (1/0) BASED ON REVISED PRED SMI PROB
LMMIYRU,RC-LMMI IND (1/0) BASED ON REVISED PREDICTED SMI PROB
MI_CAT_U,RC-CATEGORICAL MI INDICATOR REVISED
SMISUDPY,RC-SMI AND DRUG/ALCOHOL DEP OR ABUSE - PAST YEAR
AMISUDPY,RC-AMI AND DRUG/ALCOHOL DEP OR ABUSE - PAST YEAR
LMMISUDPY,RC-LMMI AND DRUG/ALCOHOL DEP OR ABUSE - PAST YEAR
ADDPREV,SEVERAL DAYS OR LNGR WHEN FELT SAD/EMPTY/DPRSD
ADDSCEV,SEVERAL DAYS OR LNGR FELT DISCOURAGED ABT LIFE
ADLOSEV,EVER HAD PER OF TIME LST INTRST IN ENJOYABLE THGS
ADDPDISC,FEEL DISCRGD ABOUT LIFE WHEN SAD/EMPTY/DEPRESSED
ADDPLSIN,EVER LOSE INT IN THINGS WHEN SAD/EMPTY/DEPRESSED
ADDSLSIN,EVER LOSE INT IN THNGS WHEN FEELING DISCOURGAGED
ADLSI2WK,PERIOD OF TIME LASTED EVERY DAY FOR 2 WKS /LNGR
ADDPR2WK,TIME WHEN [FEELFILL] LSTD EVRYDY 2 WKS OR LNGR
ADWRHRS,TIME THAT MOST SEVERE/FREQUENT MOOD LASTED
ADWRDST,HOW SEVERE WAS EMOTIONAL DISTRESS DURING 2 WKS
ADWRCHR,EMOT DISTRSS SO SEVERE NOTHING COULD CHEER YOU UP
ADWRIMP,EMOT DISTRSS SO SEVERE COULD NT DO DLY ACTIVITIES
ADDPPROB,EVER HAVE OTH PRBLMS DURING 2 WKS OR LONGER
ADWRPROB,ONE PARTICULAR TIME THAT IS THE WORST ONE EVER
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY
ADWRDISC,WHEN PRBLMS WORST FELT DISCRGED ABT LIFE EVERYDAY
ADWRLSIN,WHEN PRBLMS WORST LOSE INTRST IN ENJOYABLE THINGS
ADWRPLSR,WHEN PRBLMS WORST LOSE PLSURE IN GOOD THINGS
ADWRELES,WHEN PRBLMS WORST HAVE SMALLER APPETITE EVERY DAY
ADWREMOR,WHEN PRBLMS WORST HAVE LARGER APPETITE EVERY DAY
ADWRGAIN,WHEN PRBLMS WORST DID YOU GAIN WEIGHT W/O TRYING
ADWRGROW,WHEN PRBLMS WORST GAIN WGHT W/O TRYING BC GROWING
ADWRPREG,WHEN PRBLMS WORST GAIN WGHT W/O TRYING BC PRGN
ADWRGNL2,WHEN PRBLMS WORST # LBS GAINED WITHOUT TRYING
ADWRLOSE,WHEN PRBLMS WORST DID YOU LOSE WEIGHT W/O TRYING
ADWRDIET,WHEN PRBLMS WORST LOSE WGHT W/O TRYING BC SICK/DT
ADWRLSL2,WHEN PRBLMS WORST # LBS LOST WITHOUT TRYING
ADWRSLEP,WHEN PRBLMS WORST HAVE PRBS SLEEPING/WAKING EARLY
ADWRSMOR,WHEN PRBLMS WORST SLEEP A LOT MORE THAN USUAL
ADWRENRG,WHEN PRBLMS WORST FEEL TIRED/LOW ON ENERGY EVRYDY
ADWRSLOW,WHEN PRBLMS WORST TALK/MOVE SLOWER THAN USUAL
ADWRSLNO,WHEN PRBLMS WORST PEOP NOTICE SLOWER THAN USUAL
ADWRJITT,WHEN PRBLMS WORST RSTLSS/JITTRY/PACING EVERYDAY
ADWRJINO,WHEN PRBLMS WORST PEOP NOTICE YOU WERE RSTLSS
ADWRTHOT,WHEN PRBLMS WORST THGHTS SLOWER/MORE CONFUSING
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS
ADWRNOGD,WHEN PRBLMS WRST FEEL NOT AS GOOD AS OTHER PEOPLE
ADWRWRTH,WHEN PRBLMS WORST FEEL TOTALLY WORTHLESS EVERYDAY
ADWRDLOT,WHEN PRBLMS WORST THINK A LOT ABOUT DEATH
ADWRDBTR,WHEN PRBLMS WORST THNK IT WOULD BE BETTER IF DEAD
ADWRSTHK,WHEN PRBLMS WORST THINK ABOUT COMMITTING SUICIDE
ADWRSPLN,WHEN PRBLMS WORST MAKE A SUICIDE PLAN
ADWRSATP,WHEN PRBLMS WORST MAKE A SUICIDE ATTEMPT
AD_MDEA1,SAD/EMPTY/DEPRESSED MOST OF DAY OR DISCOURAGED
AD_MDEA2,LOST INTEREST OR PLEASURE IN MOST THINGS
AD_MDEA3,CHANGES IN APPETITE OR WT
AD_MDEA4,SLEEP PROBLEMS
AD_MDEA5,OTHERS NOTICED THAT R WAS RESTLESS OR LETHARGIC
AD_MDEA6,FELT TIRED/LOW ENERGY NEARLY EVERY DAY
AD_MDEA7,FELT WORTHLESS NEARLY EVERY DAY
AD_MDEA8,INABILITY TO CONCENTRATE OR MAKE DECISIONS
AD_MDEA9,ANY THOUGHTS OR PLANS OF SUICIDE
ADSMMDEA,SCORE OF SYMPTOM INDICATORS 1 THRU 9
ADPBINTF,WHEN PRBLMS WORST INTERFERE WITH WORK/ PRSNL LIFE
ADPBDLYA,WHEN PRBLMS WORST UNABLE TO CARRY OUT DLY ACTVTS
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED
ADPBAGE,AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED
ADPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE
ADPB2WK,FELT THIS 2 WKS+ W/OTH PRBS DURING PAST 12 MOS
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS
ADFAMDOC,GEN/FAM DOC TALKED W/ABT FEELINGS PAST 12 MOS
ADOTHDOC,OTH DR TALKED W/ABOUT FEELINGS PAST 12 MOS
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS
ADCOUNS,COUNSELOR TALKED W/ABOUT FEELINGS PAST 12 MOS
ADOTHMHP,MENTAL PROF TALKED W/ABOUT FEELINGS PAST 12 MOS
ADNURSE,NURSE ETC.TALKED W/ABOUT FEELINGS PAST 12 MOS
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS
ADHERBAL,HERBALIST TALKED W/ABOUT FEELINGS PAST 12 MOS
ADOTHHLP,OTH HELP PROF TALKED W/ABOUT FEELINGS PAST 12 MOS
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS
YUSHANGR,TLKED W/SCH COUNS BEC HAD TRBLE CONTRLNG ANGER
YUSHFITE,TLKED W/SCH COUNS BEC HAD GOTTEN INTO PHYS FIGHTS
YUSHFMLY,TLKED W/SCH COUNS BEC HAD PRBLMS AT HOME/FAMILY
YUSHFRND,TLKED W/SCH COUNS BEC HAD PRBLMS WITH FRIENDS
YUSHOTPP,TLKED W/SCH COUNS BEC HAD PRBLMS WITH OTHERS
YUSHSCHL,TLKED W/SCH COUNS BEC HAD PRBLMS AT SCHOOL
ASDSHOME,ADULT: MDE ROLE IMPAIRMENT - HOME MANAGEMENT
ASDSWRK,ADULT: MDE ROLE IMPAIRMENT - ABILITY TO WORK
ASDSREL,ADULT: MDE ROLE IMPAIRMENT - CLOSE RELATIONSHIPS
ASDSSOC,ADULT: MDE ROLE IMPAIRMENT - SOCIAL LIFE
ASDSOVRL,ADULT: MAX SEVERITY LEVEL OF MDE ROLE IMPAIRMENT
AJAMDELT,ADULT: ADJUSTED LIFETIME MAJOR DEPRESSIVE EPISODE
AJAMDEYR,ADULT: ADJUSTED PAST YEAR MAJOR DEPRESSIVE EPISODE
AJAMDE_U,"ADULT ADJUSTED PAST YR MDE - ""UNKNOWN"" IMP AS ""NO"""
AMDETARX,ADULT: RCVD TRT/CNSLG AND RX MED FOR MDE IN PST YR
AMDETXO,ADULT: RCVD TRT/CNSLNG ONLY FOR MDE IN PAST YEAR
AMDERXO,ADULT: RCVD RX MEDICATION ONLY FOR MDE IN PAST YR
AMDEHPRX,RC-ADULT: SAW HLTH PROF OR RX MED FOR DEPRESS FEELINGS IN PY
AMDEHPO,"RC-ADULT: SAW HLTH PROF, NO RX MED FOR DEPRES FEELINGS IN PY"
AMDERXO2,"RC-ADULT: RCVD RX MED, NO HLTH PROF FOR DEPRS FEELINGS IN PY"
AMDEHARX,RC-ADULT: SAW HLTH PROF AND RX MED FOR DEPRES FEELINGS IN PY
AMDELT,RC-ADULT: LIFETIME MAJOR DEPRESSIVE EPISODE (MDE)
AMDEYR,RC-ADULT: PAST YEAR MAJOR DEPRESSIVE EPISODE (MDE)
AMDEY2_U,"RC-ADULT PAST YEAR MDE - ""UNKNOWN"" IMPUTED AS ""NO"""
ATXMDEYR,RC-ADULT: SAW/TALK TO MD/PROF ABT DEPRESSIVE FEELNGS IN PY
ARXMDEYR,RC-ADULT: USED RX MEDICATION FOR DEPRESSIVE FEELINGS IN PY
AMDETXRX,RC-ADULT: RCVD TRT/CNSLG OR RX MED FOR DEPRESS FEELING IN PY
ADOCMDE,RC-ADULT: SAW/TALK TO GEN PRAC/FAM MD ABT DEP FEELINGS IN PY
AOMDMDE,RC-ADULT: SAW/TALK TO OTHER MD ABT DEPRESSIVE FEELINGS IN PY
APSY1MDE,RC-ADULT: SAW/TALK TO PSYCHOLOGIST ABT DEPRES FEELINGS IN PY
APSY2MDE,RC-ADULT: SAW/TALK TO PSYCHIATRIST ABT DEPRES FEELINGS IN PY
ASOCMDE,RC-ADULT: SAW/TALK TO SOCIAL WORKR ABT DEPRES FEELINGS IN PY
ACOUNMDE,RC-ADULT: SAW/TALK TO COUNSELOR ABT DEPRESSVE FEELINGS IN PY
AOMHMDE,RC-ADULT: SAW/TALK TO OTH MENT HLTH PROF ABT DEP FEELINGS-PY
ANURSMDE,RC-ADULT: SAW/TALK TO NURSE/OCC THERA ABT DEP FEELINGS IN PY
ARELMDE,RC-ADULT: SAW/TALK TO RELIG ADVISR ABT DEPRES FEELINGS IN PY
AHBCHMDE,RC-ADULT: SAW/TALK TO ANOTHER HEALER ABT DEPR FEELINGS IN PY
AOTHMDE,RC-ADULT: SAW/TALK TO OTHER PROF ABT DEPRESSV FEELINGS IN PY
AHLTMDE,RC-ADULT: SAW/TALK TO HLTH PROF ABT DEPRESSVE FEELINGS IN PY
AALTMDE,RC-ADULT: SAW/TALK TO ALT SERV PROF ABT DEPRS FEELINGS IN PY
ASDSHOM2,RC-ADULT: DEPRESS FEELINGS ROLE IMPAIRMENT - HOME MANAGEMENT
ASDSWRK2,RC-ADULT: DEPRESS FEELINGS ROLE IMPAIRMENT - ABILITY TO WORK
ASDSREL2,RC-ADULT: DEP FEELINGS ROLE IMPAIRMENT - CLOSE RELATIONSHIPS
ASDSSOC2,RC-ADULT: DEPRESSIVE FEELINGS ROLE IMPAIRMENT - SOCIAL LIFE
ASDSOVL2,RC-ADULT: MAX SEVERITY LEVEL OF DEP FEELINGS ROLE IMPAIRMENT
AMDEIMP,RC-ADULT: MDE WITH SEVERE ROLE IMPAIRMENT
SHCNSUI,YTH LAST TLKD W/ SCH COUNS IN PY B/C TRIED SUIC
SHCNDPR,YTH LAST TLKD W/ SCH COUNS IN PY B/C DEPRESSED
SHCNFEA,YTH LAST TLKD W/ SCH COUNS IN PY B/C AFRAID/TENSE
SHCNBRK,YTH LAST TLKD W/ SCH COUNS IN PY B/C BROKE RULES
SHCNEAT,YTH LAST TLKD W/ SCH COUNS IN PY B/C EATING PROBS
SHCNANGR,YTH LAST TLKD W/ SCH COUNS IN PY B/C ANGER CONTROL
SHCNFITE,YTH LAST TLKD W/ SCH COUNS IN PY B/C PHYS FIGHT
SHCNFMLY,YTH LAST TLKD W/ SCH COUNS IN PY B/C HOME/FAM PROB
SHCNFRND,YTH LAST TLKD W/ SCH COUNS IN PY B/C PROB W/ FRND
SHCNOTPP,YTH LST TLKD W/ SCH COUN IN PY B/C PRB W/ OTH PERS
SHCNSCHL,YTH LAST TLKD W/ SCH COUNS IN PY B/C PROB AT SCH
SHCNMEND,YTH LAST TLKD W/ SCH COUNS IN PY B/C DIAG MNTL DIS
SHCNOTH2,YTH LAST TLKD W/ SCH COUNS IN PY B/C OTHER REASONS
SEMSUI,YTH LAST RCVD SP MH SVC & EDUC/MED B/C TRIED SUIC
SEMDPR,YTH LAST RCVD SP MH SVC & EDUC/MED B/C DEPRESSED
SEMFEA,YTH LAST RCVD SP MH SVC & EDUC/MED B/C AFRD/TENSE
SEMBRK,YTH LAST RCVD SP MH SVC & EDUC/MED B/C BROKE RULES
SEMEAT,YTH LAST RCVD SP & NSP MH TRT IN PY B/C EATNG PROB
SEMANGR,YTH LAST RCVD SP MH SVC & EDUC/MED B/C ANGER CNTRL
SEMFITE,YTH LAST RCVD SP MH SVC & EDUC/MED B/C PHYS FIGHT
SEMFMLY,YTH LST RCVD SP MH SVC & EDUC/MED B/C HOME/FAM PRB
SEMFRND,YTH LST RCVD SP MH SVC & EDUC/MED B/C PROB W/ FRND
SEMOTPP,YTH LST RCVD SP MH SVC & EDUC/MED B/C PROB W/ OTH
SEMSCHL,YTH LAST RCVD SP MH SVC & EDUC/MED B/C PROB AT SCH
SEMMEND,YTH LAST RCVD SP MH SVC & EDUC/MED B/C MNTL DIS
SEMOTH2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C OTH REASONS
ANYSMPS2,YTH RCVD SPECIALTY AND EDUC OR MED MH SRVC IN PY
SPINVST,# NIGHTS YTH STAYED IN SPECIALTY INPATIENT MH SRVC
SMHVST,# STAYS/VISITS YTH MADE TO SPEC MH SERVICE
SIMHSUI,YTH RCVD LAST INPT SPEC MH SRVC B/C TRIED SUIC
SIMHDPR,YTH RCVD LAST INPT SPEC MH SRVC B/C DEPRESSED
SIMHFEA,YTH RCVD LAST INPT SPEC MH SRVC B/C AFRAID/TENSE
SIMHBRK,YTH RCVD LAST INPT SPEC MH SRVC B/C BROKE RULES
SIMHEAT,YTH RCVD LAST INPT SPEC MH SRVC B/C EATING PROBS
SIMHANGR,YTH RCVD LAST INPT SPEC MH SRVC B/C ANGER CONTROL
SIMHFITE,YTH RCVD LAST INPT SPEC MH SRVC B/C PHYS FIGHT
SIMHFMLY,YTH RCVD LAST INPT SPEC MH SRVC B/C HOME/FAM PROB
SIMHFRND,YTH RCVD LAST INPT SPEC MH SRVC B/C PROB W/ FRND
SIMHOTPP,YTH RCVD LST INPT SPC MH SRVC B/C PRB W/ OTH PERS
SIMHSCHL,YTH RCVD LAST INPT SPEC MH SRVC B/C PROB AT SCH
SIMHMEND,YTH RCVD LAST INPT SPEC MH SRVC B/C DIAG MNTL DIS
SIMHOTH2,YTH RCVD LAST INPT SP MH SRVC B/C OTHER REASONS
SMHSUI,YTH RCVD LAST SPEC MH SRVC IN PY B/C TRIED SUIC
SMHDPR,YTH RCVD LAST SPEC MH SRVC IN PY B/C DEPRESSED
SMHFEA,YTH RCVD LAST SPEC MH SRVC IN PY B/C AFRAID/TENSE
