Variable,Description
POGFEY1,COVERED BY OTHER GROUP INS IN FEB18
POGFEY2,COVERED BY OTHER GROUP INS IN FEB19
POGFEY3,COVERED BY OTHER GROUP INS IN FEB20
POGFEY4,COVERED BY OTHER GROUP INS IN FEB21
POGJAY1,COVERED BY OTHER GROUP INS IN JAN18
POGJAY2,COVERED BY OTHER GROUP INS IN JAN19
POGJAY3,COVERED BY OTHER GROUP INS IN JAN20
POGJAY4,COVERED BY OTHER GROUP INS IN JAN21
POGJLY1,COVERED BY OTHER GROUP INS IN JUL18
POGJLY2,COVERED BY OTHER GROUP INS IN JUL19
POGJLY3,COVERED BY OTHER GROUP INS IN JUL20
POGJLY4,COVERED BY OTHER GROUP INS IN JUL21
POGJUY1,COVERED BY OTHER GROUP INS IN JUN18
POGJUY2,COVERED BY OTHER GROUP INS IN JUN19
POGJUY3,COVERED BY OTHER GROUP INS IN JUN20
POGJUY4,COVERED BY OTHER GROUP INS IN JUN21
POGMAY1,COVERED BY OTHER GROUP INS IN MAR18
POGMAY2,COVERED BY OTHER GROUP INS IN MAR19
POGMAY3,COVERED BY OTHER GROUP INS IN MAR20
POGMAY4,COVERED BY OTHER GROUP INS IN MAR21
POGMYY1,COVERED BY OTHER GROUP INS IN MAY18
POGMYY2,COVERED BY OTHER GROUP INS IN MAY19
POGMYY3,COVERED BY OTHER GROUP INS IN MAY20
POGMYY4,COVERED BY OTHER GROUP INS IN MAY21
POGNOY1,COVERED BY OTHER GROUP INS IN NOV18
POGNOY2,COVERED BY OTHER GROUP INS IN NOV19
POGNOY3,COVERED BY OTHER GROUP INS IN NOV20
POGNOY4,COVERED BY OTHER GROUP INS IN NOV21
POGOCY1,COVERED BY OTHER GROUP INS IN OCT18
POGOCY2,COVERED BY OTHER GROUP INS IN OCT19
POGOCY3,COVERED BY OTHER GROUP INS IN OCT20
POGOCY4,COVERED BY OTHER GROUP INS IN OCT21
POGSEY1,COVERED BY OTHER GROUP INS IN SEP18
POGSEY2,COVERED BY OTHER GROUP INS IN SEP19
POGSEY3,COVERED BY OTHER GROUP INS IN SEP20
POGSEY4,COVERED BY OTHER GROUP INS IN SEP21
POVCATY1,FAMILY INC AS % OF POVRTY LINE-CATEGO 18
POVCATY2,FAMILY INC AS % OF POVRTY LINE-CATEGO 19
POVCATY3,FAMILY INC AS % OF POVRTY LINE-CATEGO 20
POVCATY4,FAMILY INC AS % OF POVRTY LINE-CATEGO 21
POVLEVY1,FAMILY INC AS % OF POVRTY LINE-CONTIN 18
POVLEVY2,FAMILY INC AS % OF POVRTY LINE-CONTIN 19
POVLEVY3,FAMILY INC AS % OF POVRTY LINE-CONTIN 20
POVLEVY4,FAMILY INC AS % OF POVRTY LINE-CONTIN 21
PRACTP2,PROVIDER OWN/GROUP PRACTICE-R2
PRACTP4,PROVIDER OWN/GROUP PRACTICE-R4
PRACTP6,PROVIDER OWN/GROUP PRACTICE-R6
PRACTP8,PROVIDER OWN/GROUP PRACTICE-R8
PREVCOVR,PER COV BY INS IN PREV 2 YRS-PNL 23 ONLY
PRIAPY1,COVERED BY PRIVATE INS IN APR18
PRIAPY2,COVERED BY PRIVATE INS IN APR19
PRIAPY3,COVERED BY PRIVATE INS IN APR20
PRIAPY4,COVERED BY PRIVATE INS IN APR21
PRIAUY1,COVERED BY PRIVATE INS IN AUG18
PRIAUY2,COVERED BY PRIVATE INS IN AUG19
PRIAUY3,COVERED BY PRIVATE INS IN AUG20
PRIAUY4,COVERED BY PRIVATE INS IN AUG21
PRIDEY1,COVERED BY PRIVATE INS IN DEC18
PRIDEY2,COVERED BY PRIVATE INS IN DEC19
PRIDEY3,COVERED BY PRIVATE INS IN DEC20
PRIDEY4,COVERED BY PRIVATE INS IN DEC21
PRIDK1,COV BY PRIV INS (DK PLAN) - R1 INT
PRIDK2,COV BY PRIV INS (DK PLAN) - R2 INT
PRIDK3,COV BY PRIV INS (DK PLAN) - R3 INT
PRIDK4,COV BY PRIV INS (DK PLAN) - R4 INT
PRIDK5,COV BY PRIV INS (DK PLAN) - R5 INT
PRIDK6,COV BY PRIV INS (DK PLAN) - R6 INT
PRIDK7,COV BY PRIV INS (DK PLAN) - R7 INT
PRIDK8,COV BY PRIV INS (DK PLAN) - R8 INT
PRIDK9,COV BY PRIV INS (DK PLAN) - R9 INT
PRIDKY1,COV BY PRIV INS (DK PLAN) - 12/31/18
PRIDKY2,COV BY PRIV INS (DK PLAN) - 12/31/19
PRIDKY3,COV BY PRIV INS (DK PLAN) - 12/31/20
PRIDKY4,COV BY PRIV INS (DK PLAN) - 12/31/21
PRIEU1,COV BY EMPL/UNION GRP INS - R1 INT DT
PRIEU2,COV BY EMPL/UNION GRP INS - R2 INT DT
PRIEU3,COV BY EMPL/UNION GRP INS - R3 INT DT
PRIEU4,COV BY EMPL/UNION GRP INS - R4 INT DT
PRIEU5,COV BY EMPL/UNION GRP INS - R5 INT DT
PRIEU6,COV BY EMPL/UNION GRP INS - R6 INT DT
PRIEU7,COV BY EMPL/UNION GRP INS - R7 INT DT
PRIEU8,COV BY EMPL/UNION GRP INS - R8 INT DT
PRIEU9,COV BY EMPL/UNION GRP INS - R9 INT DT
PRIEUO1,"COV BY ESI, PHOLDR OUTSIDE RU - R1 INT"
PRIEUO2,"COV BY ESI, PHOLDR OUTSIDE RU - R2 INT"
PRIEUO3,"COV BY ESI, PHOLDR OUTSIDE RU - R3 INT"
PRIEUO4,"COV BY ESI, PHOLDR OUTSIDE RU - R4 INT"
PRIEUO5,"COV BY ESI, PHOLDR OUTSIDE RU - R5 INT"
PRIEUO6,"COV BY ESI, PHOLDR OUTSIDE RU - R6 INT"
PRIEUO7,"COV BY ESI, PHOLDR OUTSIDE RU - R7 INT"
PRIEUO8,"COV BY ESI, PHOLDR OUTSIDE RU - R8 INT"
PRIEUO9,"COV BY ESI, PHOLDR OUTSIDE RU - R9 INT"
PRIEUOY1,"COV BY ESI, PHOLDR OUTSIDE RU - 12/31/18"
PRIEUOY2,"COV BY ESI, PHOLDR OUTSIDE RU - 12/31/19"
PRIEUOY3,"COV BY ESI, PHOLDR OUTSIDE RU - 12/31/20"
PRIEUOY4,"COV BY ESI, PHOLDR OUTSIDE RU - 12/31/21"
PRIEUY1,COV BY EMPL/UNION GRP INS - 12/31/18
PRIEUY2,COV BY EMPL/UNION GRP INS - 12/31/19
PRIEUY3,COV BY EMPL/UNION GRP INS - 12/31/20
PRIEUY4,COV BY EMPL/UNION GRP INS - 12/31/21
PRIFEY1,COVERED BY PRIVATE INS IN FEB18
PRIFEY2,COVERED BY PRIVATE INS IN FEB19
PRIFEY3,COVERED BY PRIVATE INS IN FEB20
PRIFEY4,COVERED BY PRIVATE INS IN FEB21
PRIJAY1,COVERED BY PRIVATE INS IN JAN18
PRIJAY2,COVERED BY PRIVATE INS IN JAN19
PRIJAY3,COVERED BY PRIVATE INS IN JAN20
PRIJAY4,COVERED BY PRIVATE INS IN JAN21
PRIJLY1,COVERED BY PRIVATE INS IN JUL18
PRIJLY2,COVERED BY PRIVATE INS IN JUL19
PRIJLY3,COVERED BY PRIVATE INS IN JUL20
PRIJLY4,COVERED BY PRIVATE INS IN JUL21
PRIJUY1,COVERED BY PRIVATE INS IN JUN18
PRIJUY2,COVERED BY PRIVATE INS IN JUN19
PRIJUY3,COVERED BY PRIVATE INS IN JUN20
PRIJUY4,COVERED BY PRIVATE INS IN JUN21
PRIMAY1,COVERED BY PRIVATE INS IN MAR18
PRIMAY2,COVERED BY PRIVATE INS IN MAR19
PRIMAY3,COVERED BY PRIVATE INS IN MAR20
PRIMAY4,COVERED BY PRIVATE INS IN MAR21
PRIMYY1,COVERED BY PRIVATE INS IN MAY18
PRIMYY2,COVERED BY PRIVATE INS IN MAY19
PRIMYY3,COVERED BY PRIVATE INS IN MAY20
PRIMYY4,COVERED BY PRIVATE INS IN MAY21
PRINEO1,"COV BY NON-ESI, PHLDR OUT RU - R1 INT DT"
PRINEO2,"COV BY NON-ESI, PHLDR OUT RU - R2 INT DT"
PRINEO3,"COV BY NON-ESI, PHLDR OUT RU - R3 INT DT"
PRINEO4,"COV BY NON-ESI, PHLDR OUT RU - R4 INT DT"
PRINEO5,"COV BY NON-ESI, PHLDR OUT RU - R5 INT DT"
PRINEO6,"COV BY NON-ESI, PHLDR OUT RU - R6 INT DT"
PRINEO7,"COV BY NON-ESI, PHLDR OUT RU - R7 INT DT"
PRINEO8,"COV BY NON-ESI, PHLDR OUT RU - R8 INT DT"
PRINEO9,"COV BY NON-ESI, PHLDR OUT RU - R9 INT DT"
PRINEOY1,"COV BY NON-ESI, PHOLDR OUT RU - 12/31/18"
PRINEOY2,"COV BY NON-ESI, PHOLDR OUT RU - 12/31/19"
PRINEOY3,"COV BY NON-ESI, PHOLDR OUT RU - 12/31/20"
PRINEOY4,"COV BY NON-ESI, PHOLDR OUT RU - 12/31/21"
PRING1,COV BY NON-GROUP INS - R1 INT DT
PRING2,COV BY NON-GROUP INS - R2 INT DT
PRING3,COV BY NON-GROUP INS - R3 INT DT
PRING4,COV BY NON-GROUP INS - R4 INT DT
PRING5,COV BY NON-GROUP INS - R5 INT DT
PRING6,COV BY NON-GROUP INS - R6 INT DT
PRING7,COV BY NON-GROUP INS - R7 INT DT
PRING8,COV BY NON-GROUP INS - R8 INT DT
PRING9,COV BY NON-GROUP INS - R9 INT DT
PRINGY1,COV BY NON-GROUP INS - 12/31/18
PRINGY2,COV BY NON-GROUP INS - 12/31/19
PRINGY3,COV BY NON-GROUP INS - 12/31/20
PRINGY4,COV BY NON-GROUP INS - 12/31/21
PRINOY1,COVERED BY PRIVATE INS IN NOV18
PRINOY2,COVERED BY PRIVATE INS IN NOV19
PRINOY3,COVERED BY PRIVATE INS IN NOV20
PRINOY4,COVERED BY PRIVATE INS IN NOV21
PRIOCY1,COVERED BY PRIVATE INS IN OCT18
PRIOCY2,COVERED BY PRIVATE INS IN OCT19
PRIOCY3,COVERED BY PRIVATE INS IN OCT20
PRIOCY4,COVERED BY PRIVATE INS IN OCT21
PRIOG1,COV BY OTHER GROUP INS - R1 INT DT
PRIOG2,COV BY OTHER GROUP INS - R2 INT DT
PRIOG3,COV BY OTHER GROUP INS - R3 INT DT
PRIOG4,COV BY OTHER GROUP INS - R4 INT DT
PRIOG5,COV BY OTHER GROUP INS - R5 INT DT
PRIOG6,COV BY OTHER GROUP INS - R6 INT DT
PRIOG7,COV BY OTHER GROUP INS - R7 INT DT
PRIOG8,COV BY OTHER GROUP INS - R8 INT DT
PRIOG9,COV BY OTHER GROUP INS - R9 INT DT
PRIOGY1,COV BY OTHER GROUP INS - 12/31/18
PRIOGY2,COV BY OTHER GROUP INS - 12/31/19
PRIOGY3,COV BY OTHER GROUP INS - 12/31/20
PRIOGY4,COV BY OTHER GROUP INS - 12/31/21
PRISEY1,COVERED BY PRIVATE INS IN SEP18
PRISEY2,COVERED BY PRIVATE INS IN SEP19
PRISEY3,COVERED BY PRIVATE INS IN SEP20
PRISEY4,COVERED BY PRIVATE INS IN SEP21
PRIV1,COV BY PRIV HLTH INS - R1 INT DATE
PRIV2,COV BY PRIV HLTH INS - R2 INT DATE
PRIV3,COV BY PRIV HLTH INS - R3 INT DATE
PRIV4,COV BY PRIV HLTH INS - R4 INT DATE
PRIV5,COV BY PRIV HLTH INS - R5 INT DATE
PRIV6,COV BY PRIV HLTH INS - R6 INT DATE
PRIV7,COV BY PRIV HLTH INS - R7 INT DATE
PRIV8,COV BY PRIV HLTH INS - R8 INT DATE
PRIV9,COV BY PRIV HLTH INS - R9 INT DATE
PRIVAT1,COV BY PRIVATE INS - ANY TIME IN R1
PRIVAT2,COV BY PRIVATE INS - ANY TIME IN R2
PRIVAT3,COV BY PRIVATE INS - ANY TIME IN R3
PRIVAT4,COV BY PRIVATE INS - ANY TIME IN R4
PRIVAT5,COV BY PRIVATE INS - ANY TIME IN R5
PRIVAT6,COV BY PRIVATE INS - ANY TIME IN R6
PRIVAT7,COV BY PRIVATE INS - ANY TIME IN R7
PRIVAT8,COV BY PRIVATE INS - ANY TIME IN R8
PRIVAT9,COV BY PRIVATE INS - ANY TIME IN R9
PRIVATY1,COV BY PRIVATE INS - R3 UNTIL 12/31/18
PRIVATY2,COV BY PRIVATE INS - R5 UNTIL 12/31/19
PRIVATY3,COV BY PRIVATE INS - R7 UNTIL 12/31/20
PRIVATY4,COV BY PRIVATE INS - R9 UNTIL 12/31/21
PRIVY1,COV BY PRIV HLTH INS - 12/31/18
PRIVY2,COV BY PRIV HLTH INS - 12/31/19
PRIVY3,COV BY PRIV HLTH INS - 12/31/20
PRIVY4,COV BY PRIV HLTH INS - 12/31/21
PROBPY2,"FAMLY HAVING PROB PAYING MEDICL BILLS,R2"
PROBPY4,"FAMLY HAVING PROB PAYING MEDICL BILLS,R4"
PROBPY6,"FAMLY HAVING PROB PAYING MEDICL BILLS,R6"
PROBPY8,"FAMLY HAVING PROB PAYING MEDICL BILLS,R8"
PROVTY2_M18,PROVIDER TYPE-R2
PROVTY4_M18,PROVIDER TYPE-R4
PROVTY6_M18,PROVIDER TYPE-R6
PROVTY8_M18,PROVIDER TYPE-R8
PROXY1,WAS RESPONDENT A PROXY IN R1
PROXY2,WAS RESPONDENT A PROXY IN R2
PROXY3,WAS RESPONDENT A PROXY IN R3
PROXY4,WAS RESPONDENT A PROXY IN R4
PROXY5,WAS RESPONDENT A PROXY IN R5
PROXY6,WAS RESPONDENT A PROXY IN R6
PROXY7,WAS RESPONDENT A PROXY IN R7
PROXY8,WAS RESPONDENT A PROXY IN R8
PROXY9,WAS RESPONDENT A PROXY IN R9
PROXYY1,WAS RESPONDENT A PROXY AS OF 12/31/18
PROXYY2,WAS RESPONDENT A PROXY AS OF 12/31/19
PROXYY3,WAS RESPONDENT A PROXY AS OF 12/31/20
PROXYY4,WAS RESPONDENT A PROXY AS OF 12/31/21
PRSTX1,COV BY PRIV EXCHANGE INS -R1 INT DT
PRSTX2,COV BY PRIV EXCHANGE INS -R2 INT DT
PRSTX3,COV BY PRIV EXCHANGE INS -R3 INT DT
PRSTX4,COV BY PRIV EXCHANGE INS -R4 INT DT
PRSTX5,COV BY PRIV EXCHANGE INS -R5 INT DT
PRSTX6,COV BY PRIV EXCHANGE INS -R6 INT DT
PRSTX7,COV BY PRIV EXCHANGE INS -R7 INT DT
PRSTX8,COV BY PRIV EXCHANGE INS -R8 INT DT
PRSTX9,PRIV EXCHANGE INS ON 12-31 R9 INT DT
PRSTXY1,PRIV EXCHANGE INSURANCE ON 12/31/18
PRSTXY2,PRIV EXCHANGE INSURANCE ON 12/31/19
PRSTXY3,PRIV EXCHANGE INSURANCE ON 12/31/20
PRSTXY4,PRIV EXCHANGE INSURANCE ON 12/31/21
PRVEVY1,EVER HAVE PRIVATE INSURANCE DURING 2018
PRVEVY2,EVER HAVE PRIVATE INSURANCE DURING 2019
PRVEVY3,EVER HAVE PRIVATE INSURANCE DURING 2020
PRVEVY4,EVER HAVE PRIVATE INSURANCE DURING 2021
PRVHMO1,COVERED BY PRIVATE HMO-ANY TIME IN R1
PRVHMO2,COVERED BY PRIVATE HMO-ANY TIME IN R2
PRVHMO3,COVERED BY PRIVATE HMO-ANY TIME IN R3
PRVHMO4,COVERED BY PRIVATE HMO-ANY TIME IN R4
PRVHMO5,COVERED BY PRIVATE HMO-ANY TIME IN R5
PRVHMO6,COVERED BY PRIVATE HMO-ANY TIME IN R6
PRVHMO7,COVERED BY PRIVATE HMO-ANY TIME IN R7
PRVHMO8,COVERED BY PRIVATE HMO-ANY TIME IN R8
PRVHMOY1,COVERED BY PRIVATE HMO-R3 TIL 12/31/18
PRVHMOY2,COVERED BY PRIVATE HMO-R5 TIL 12/31/19
PRVHMOY3,COVERED BY PRIVATE HMO-R7 TIL 12/31/20
PRVHMOY4,COVERED BY PRIVATE HMO-R9 TIL 12/31/21
PRVSPK2,PROV SPEAKS PERSON'S LANGUAGE-R2
PRVSPK4,PROV SPEAKS PERSON'S LANGUAGE-R4
PRVSPK6,PROV SPEAKS PERSON'S LANGUAGE-R6
PRVSPK8,PROV SPEAKS PERSON'S LANGUAGE-R8
PRXAPY1,COV BY PRIV INS THROUGH EXCHNG IN APR18
PRXAPY2,COV BY PRIV INS THROUGH EXCHNG IN APR19
PRXAPY3,COV BY PRIV INS THROUGH EXCHNG IN APR20
PRXAPY4,COV BY PRIV INS THROUGH EXCHNG IN APR21
PRXAUY1,COV BY PRIV INS THROUGH EXCHNG IN AUG18
PRXAUY2,COV BY PRIV INS THROUGH EXCHNG IN AUG19
PRXAUY3,COV BY PRIV INS THROUGH EXCHNG IN AUG20
PRXAUY4,COV BY PRIV INS THROUGH EXCHNG IN AUG21
PRXDEY1,COV BY PRIV INS THROUGH EXCHNG IN DEC18
PRXDEY2,COV BY PRIV INS THROUGH EXCHNG IN DEC19
PRXDEY3,COV BY PRIV INS THROUGH EXCHNG IN DEC20
PRXDEY4,COV BY PRIV INS THROUGH EXCHNG IN DEC21
PRXFEY1,COV BY PRIV INS THROUGH EXCHNG IN FEB18
PRXFEY2,COV BY PRIV INS THROUGH EXCHNG IN FEB19
PRXFEY3,COV BY PRIV INS THROUGH EXCHNG IN FEB20
PRXFEY4,COV BY PRIV INS THROUGH EXCHNG IN FEB21
PRXJAY1,COV BY PRIV INS THROUGH EXCHNG IN JAN18
PRXJAY2,COV BY PRIV INS THROUGH EXCHNG IN JAN19
PRXJAY3,COV BY PRIV INS THROUGH EXCHNG IN JAN20
PRXJAY4,COV BY PRIV INS THROUGH EXCHNG IN JAN21
PRXJLY1,COV BY PRIV INS THROUGH EXCHNG IN JUL18
PRXJLY2,COV BY PRIV INS THROUGH EXCHNG IN JUL19
PRXJLY3,COV BY PRIV INS THROUGH EXCHNG IN JUL20
PRXJLY4,COV BY PRIV INS THROUGH EXCHNG IN JUL21
PRXJUY1,COV BY PRIV INS THROUGH EXCHNG IN JUN18
PRXJUY2,COV BY PRIV INS THROUGH EXCHNG IN JUN19
PRXJUY3,COV BY PRIV INS THROUGH EXCHNG IN JUN20
PRXJUY4,COV BY PRIV INS THROUGH EXCHNG IN JUN21
PRXMAY1,COV BY PRIV INS THROUGH EXCHNG IN MAR18
PRXMAY2,COV BY PRIV INS THROUGH EXCHNG IN MAR19
PRXMAY3,COV BY PRIV INS THROUGH EXCHNG IN MAR20
PRXMAY4,COV BY PRIV INS THROUGH EXCHNG IN MAR21
PRXMYY1,COV BY PRIV INS THROUGH EXCHNG IN MAY18
PRXMYY2,COV BY PRIV INS THROUGH EXCHNG IN MAY19
PRXMYY3,COV BY PRIV INS THROUGH EXCHNG IN MAY20
PRXMYY4,COV BY PRIV INS THROUGH EXCHNG IN MAY21
PRXNOY1,COV BY PRIV INS THROUGH EXCHNG IN NOV18
PRXNOY2,COV BY PRIV INS THROUGH EXCHNG IN NOV19
PRXNOY3,COV BY PRIV INS THROUGH EXCHNG IN NOV20
PRXNOY4,COV BY PRIV INS THROUGH EXCHNG IN NOV21
PRXOCY1,COV BY PRIV INS THROUGH EXCHNG IN OCT18
PRXOCY2,COV BY PRIV INS THROUGH EXCHNG IN OCT19
PRXOCY3,COV BY PRIV INS THROUGH EXCHNG IN OCT20
PRXOCY4,COV BY PRIV INS THROUGH EXCHNG IN OCT21
PRXSEY1,COV BY PRIV INS THROUGH EXCHNG IN SEP18
PRXSEY2,COV BY PRIV INS THROUGH EXCHNG IN SEP19
PRXSEY3,COV BY PRIV INS THROUGH EXCHNG IN SEP20
PRXSEY4,COV BY PRIV INS THROUGH EXCHNG IN SEP21
PSTATS1,PERSON DISPOSITION STATUS - R1
PSTATS2,PERSON DISPOSITION STATUS - R2
PSTATS3,PERSON DISPOSITION STATUS - R3
PSTATS4,PERSON DISPOSITION STATUS - R4
PSTATS5,PERSON DISPOSITION STATUS - R5
PSTATS6,PERSON DISPOSITION STATUS - R6
PSTATS7,PERSON DISPOSITION STATUS - R7
PSTATS8,PERSON DISPOSITION STATUS - R8
PSTATS9,PERSON DISPOSITION STATUS - R9
PUB1X,COV BY PUBLIC INS - R1 INT DT (ED)
PUB2X,COV BY PUBLIC INS - R2 INT DT (ED)
PUB3X,COV BY PUBLIC INS - R3 INT DT (ED)
PUB4X,COV BY PUBLIC INS - R4 INT DT (ED)
PUB5X,COV BY PUBLIC INS - R5 INT DT (ED)
PUB6X,COV BY PUBLIC INS - R6 INT DT (ED)
PUB7X,COV BY PUBLIC INS - R7 INT DT (ED)
PUB8X,COV BY PUBLIC INS - R8 INT DT (ED)
PUB9X,COV BY PUBLIC INS - R9 INT DT (ED)
PUBAPY1X,COVR BY ANY PUBLIC INS IN APR18
PUBAPY2X,COVR BY ANY PUBLIC INS IN APR19
PUBAPY3X,COVR BY ANY PUBLIC INS IN APR20
PUBAPY4X,COVR BY ANY PUBLIC INS IN APR21
PUBAT1X,COV BY PUBLIC - ANY TIME IN R1
PUBAT2X,COV BY PUBLIC - ANY TIME IN R2
PUBAT3X,COV BY PUBLIC - ANY TIME IN R3
PUBAT4X,COV BY PUBLIC - ANY TIME IN R4
PUBAT5X,COV BY PUBLIC - ANY TIME IN R5
PUBAT6X,COV BY PUBLIC - ANY TIME IN R6
PUBAT7X,COV BY PUBLIC - ANY TIME IN R7
PUBAT8X,COV BY PUBLIC - ANY TIME IN R8
PUBAT9X,COV BY PUBLIC - ANY TIME IN R9
PUBATY1X,COV BY PUBLIC - R3 UNTIL 12/31/18
PUBATY2X,COV BY PUBLIC - R5 UNTIL 12/31/19
PUBATY3X,COV BY PUBLIC - R7 UNTIL 12/31/20
PUBATY4X,COV BY PUBLIC - R9 UNTIL 12/31/21
PUBAUY1X,COVR BY ANY PUBLIC INS IN AUG18
PUBAUY2X,COVR BY ANY PUBLIC INS IN AUG19
PUBAUY3X,COVR BY ANY PUBLIC INS IN AUG20
PUBAUY4X,COVR BY ANY PUBLIC INS IN AUG21
PUBDEY1X,COVR BY ANY PUBLIC INS IN DEC18
PUBDEY2X,COVR BY ANY PUBLIC INS IN DEC19
PUBDEY3X,COVR BY ANY PUBLIC INS IN DEC20
PUBDEY4X,COVR BY ANY PUBLIC INS IN DEC21
PUBFEY1X,COVR BY ANY PUBLIC INS IN FEB18
PUBFEY2X,COVR BY ANY PUBLIC INS IN FEB19
PUBFEY3X,COVR BY ANY PUBLIC INS IN FEB20
PUBFEY4X,COVR BY ANY PUBLIC INS IN FEB21
PUBIMPY1,PUBLIC ASSISTANCE IMPUTATION FLAG 18
PUBIMPY2,PUBLIC ASSISTANCE IMPUTATION FLAG 19
PUBIMPY3,PUBLIC ASSISTANCE IMPUTATION FLAG 20
PUBIMPY4,PUBLIC ASSISTANCE IMPUTATION FLAG 21
PUBJAY1X,COVR BY ANY PUBLIC INS IN JAN18
PUBJAY2X,COVR BY ANY PUBLIC INS IN JAN19
PUBJAY3X,COVR BY ANY PUBLIC INS IN JAN20
PUBJAY4X,COVR BY ANY PUBLIC INS IN JAN21
PUBJLY1X,COVR BY ANY PUBLIC INS IN JUL18
PUBJLY2X,COVR BY ANY PUBLIC INS IN JUL19
PUBJLY3X,COVR BY ANY PUBLIC INS IN JUL20
PUBJLY4X,COVR BY ANY PUBLIC INS IN JUL21
PUBJUY1X,COVR BY ANY PUBLIC INS IN JUN18
PUBJUY2X,COVR BY ANY PUBLIC INS IN JUN19
PUBJUY3X,COVR BY ANY PUBLIC INS IN JUN20
PUBJUY4X,COVR BY ANY PUBLIC INS IN JUN21
PUBMAY1X,COVR BY ANY PUBLIC INS IN MAR18
PUBMAY2X,COVR BY ANY PUBLIC INS IN MAR19
PUBMAY3X,COVR BY ANY PUBLIC INS IN MAR20
PUBMAY4X,COVR BY ANY PUBLIC INS IN MAR21
PUBMYY1X,COVR BY ANY PUBLIC INS IN MAY18
PUBMYY2X,COVR BY ANY PUBLIC INS IN MAY19
PUBMYY3X,COVR BY ANY PUBLIC INS IN MAY20
PUBMYY4X,COVR BY ANY PUBLIC INS IN MAY21
PUBNOY1X,COVR BY ANY PUBLIC INS IN NOV18
PUBNOY2X,COVR BY ANY PUBLIC INS IN NOV19
PUBNOY3X,COVR BY ANY PUBLIC INS IN NOV20
PUBNOY4X,COVR BY ANY PUBLIC INS IN NOV21
PUBOCY1X,COVR BY ANY PUBLIC INS IN OCT18
PUBOCY2X,COVR BY ANY PUBLIC INS IN OCT19
PUBOCY3X,COVR BY ANY PUBLIC INS IN OCT20
PUBOCY4X,COVR BY ANY PUBLIC INS IN OCT21
PUBPY1X,PERSON'S PUBLIC ASSISTANCE 18
PUBPY2X,PERSON'S PUBLIC ASSISTANCE 19
PUBPY3X,PERSON'S PUBLIC ASSISTANCE 20
PUBPY4X,PERSON'S PUBLIC ASSISTANCE 21
PUBSEY1X,COVR BY ANY PUBLIC INS IN SEP18
PUBSEY2X,COVR BY ANY PUBLIC INS IN SEP19
PUBSEY3X,COVR BY ANY PUBLIC INS IN SEP20
PUBSEY4X,COVR BY ANY PUBLIC INS IN SEP21
PUBY1X,COV BY PUBLIC INS - 12/31/18 (ED)
PUBY2X,COV BY PUBLIC INS - 12/31/19 (ED)
PUBY3X,COV BY PUBLIC INS - 12/31/20 (ED)
PUBY4X,COV BY PUBLIC INS - 12/31/21 (ED)
PYUNBL2,"UNABLE TO PAY FAMILY MEDICAL BILLS,R2"
PYUNBL4,"UNABLE TO PAY FAMILY MEDICAL BILLS,R4"
PYUNBL6,"UNABLE TO PAY FAMILY MEDICAL BILLS,R6"
PYUNBL8,"UNABLE TO PAY FAMILY MEDICAL BILLS,R8"
PYVAC1H,PAID VACATION AT R1 CMJ (IMP)
PYVAC2H,PAID VACATION AT R2 CMJ (IMP)
PYVAC3H,PAID VACATION AT R3 CMJ (IMP)
PYVAC4H,PAID VACATION AT R4 CMJ (IMP)
PYVAC5H,PAID VACATION AT R5 CMJ (IMP)
PYVAC6H,PAID VACATION AT R6 CMJ (IMP)
PYVAC7H,PAID VACATION AT R7 CMJ (IMP)
PYVAC8H,PAID VACATION AT R8 CMJ (IMP)
PYVAC9H,PAID VACATION AT R9 CMJ (IMP)
RACEAX,ASIAN AMONG RACES RPTD (EDITED/IMPUTED)
RACEBX,BLACK AMONG RACES RPTD (EDITED/IMPUTED)
RACETHX,RACE/ETHNICITY (EDITED/IMPUTED)
RACEV1X,RACE (EDITED/IMPUTED)
RACEV2X,RACE (EDITED/IMPUTED)
RACEWX,WHITE AMONG RACES RPTD (EDITED/IMPUTED)
RCHDIF1,DIFFICULTY REACHING OVERHEAD-R1
RCHDIF3,DIFFICULTY REACHING OVERHEAD-R3
RCHDIF5,DIFFICULTY REACHING OVERHEAD-R5
RCHDIF7,DIFFICULTY REACHING OVERHEAD-R7
REFPRS1,REFERENCE PERSON AT - R1
REFPRS2,REFERENCE PERSON AT - R2
REFPRS3,REFERENCE PERSON AT - R3
REFPRS4,REFERENCE PERSON AT - R4
REFPRS5,REFERENCE PERSON AT - R5
REFPRS6,REFERENCE PERSON AT - R6
REFPRS7,REFERENCE PERSON AT - R7
REFPRS8,REFERENCE PERSON AT - R8
REFPRS9,REFERENCE PERSON AT - R9
REFPRSY1,REFERENCE PERSON AS OF 12/31/18
REFPRSY2,REFERENCE PERSON AS OF 12/31/19
REFPRSY3,REFERENCE PERSON AS OF 12/31/20
REFPRSY4,REFERENCE PERSON AS OF 12/31/21
REFRL1X,RELATION TO REF PERS- R1 (EDIT/IMP)
REFRL2X,RELATION TO REF PERS- R2 (EDIT/IMP)
REFRL3X,RELATION TO REF PERS- R3 (EDIT/IMP)
REFRL4X,RELATION TO REF PERS- R4 (EDIT/IMP)
REFRL5X,RELATION TO REF PERS- R5 (EDIT/IMP)
REFRL6X,RELATION TO REF PERS- R6 (EDIT/IMP)
REFRL7X,RELATION TO REF PERS- R7 (EDIT/IMP)
